"Typ";"Nazwa";"Adres";"Kod pocztowy";"Miasto";"Długość geograficzna";"Szerokość geograficzna";"Godziny odbioru";"Uwagi"
"POCZTA_POLSKA";"UP Lesko";"Parkowa 8";"38-600";"Lesko";"22.32879066467285";"49.468833923339844";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Stęszew";"Poznańska 21";"62-060";"Stęszew";"16.705976486206055";"52.28156661987305";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Sokółka";"Grodzieńska 25";"16-100";"Sokółka";"23.50008773803711";"53.4059944152832";"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:30"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Sochaczew 1";"1 Maja 22";"96-500";"Sochaczew";"20.240753173828125";"52.22843551635742";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Sobótka k. Wrocławia 1";"Świdnicka 8";"55-050";"Sobótka";"16.74233055114746";"50.89944076538086";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Łódź 41";"Przełajowa 14";"94-037";"Łódź";"19.4085750579834";"51.74325180053711";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Szczyrk";"Lipowska 730";"43-370";"Buczkowice";"19.068273544311523";"49.727386474609375";"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""16:30""}]";
"POCZTA_POLSKA";"UP Łódź 36";"Andrzeja Struga 27A";"90-435";"Łódź";"19.44862174987793";"51.76494216918945";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 0148";"Przemysłowa 55";"28-340";"Sędziszów";"20.026330947875977";"50.5595703125";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
"PACZKOMAT";"Paczkomat PNI01ML";"Wolności 22";"62-045";"Pniewy";"16.25529";"52.50755";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Dino"
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 0804";"Aleja Niepodległości 5";"27-200";"Starachowice";"21.074987411499023";"51.03169631958008";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
"PACZKOMAT";"Paczkomat CHO04A";"Janasa 15";"41-500";"Chorzów";"18.93761";"50.30684";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Śląskim Banku Żywności"
"POCZTA_POLSKA";"UP Łódź 27";"Maćka z Bogdańca 16A";"92-420";"Łódź";"19.565513610839844";"51.752830505371094";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Łódź 25";"Tadeusza Boya-Żeleńskiego 12";"91-701";"Łódź";"19.478404998779297";"51.79059982299805";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Łódź 23";"Żywotna 66/68";"93-385";"Łódź";"19.47883415222168";"51.71826934814453";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat KTZ01N";"Gdańska 32";"83-300";"Kartuzy";"18.2079";"54.33025";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Pepco"
"POCZTA_POLSKA";"UP Łódź 17";"Stanisława Moniuszki 4";"90-110";"Łódź";"19.457666397094727";"51.76819610595703";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Łódź 12";"Ujście 4";"93-401";"Łódź";"19.427196502685547";"51.71092987060547";"[{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Łódź 10";"Aleja Księdza Kardynała Stefana Wyszyńskiego 61";"94-060";"Łódź";"19.390365600585938";"51.74443054199219";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Koszalin 12";"Bukowa 23";"75-454";"Koszalin";"16.204254150390625";"54.210208892822266";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Józefa Bema 89";"01-233";"Warszawa";"20.958959579467773";"52.230045318603516";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"PACZKOMAT";"Paczkomat TOR12N";"Żółkiewskiego 31";"87-100";"Toruń";"18.64122";"53.02314";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Decathlon"
"POCZTA_POLSKA";"UP Lubliniec 1";"Karola Miarki 22";"42-700";"Lubliniec";"18.686349868774414";"50.6701774597168";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Lublin 59";"Wojciecha Żywnego 8";"20-856";"Lublin";"22.54897689819336";"51.26896286010742";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Zamkowa 7a";"26-200";"Końskie";"20.41189956665039";"51.18960189819336";"[{""day"":""SATURDAY"",""from"":""06:30"",""to"":""14:00""},{""day"":""WORKING"",""from"":""06:30"",""to"":""18:00""}]";
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 0042";"Żwirki i Wigury 2";"27-600";"Sandomierz";"21.754377365112305";"50.67900085449219";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 0276";"-";"26-025";"Złota Woda";"21.040510177612305";"50.780799865722656";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
"POCZTA_POLSKA";"UP Miastko 1";"Armii Krajowej 31";"77-200";"Miastko";"16.977615356445312";"54.0005989074707";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Ustka 1";"Marynarki Polskiej 47";"76-270";"Ustka";"16.855297088623047";"54.5848274230957";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Ozorków 1";"Księdza Kardynała Stefana Wyszyńskiego 12";"95-035";"Ozorków";"19.295040130615234";"51.9620246887207";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:30""}]";
"POCZTA_POLSKA";"UP Rzeszów 17";"Stefana Starzyńskiego 2";"35-515";"Rzeszów";"21.979394912719727";"50.05880355834961";"[{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Mielec 6";"Władysława Szafera 6A";"39-303";"Mielec";"21.46312713623047";"50.2932014465332";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Łódź 82";"Andrzeja Niemojewskiego 25";"91-853";"Łódź";"19.475627899169922";"51.7966194152832";"[{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Olsztyn 1";"Seweryna Pieniężnego 21";"10-001";"Olsztyn";"20.479961395263672";"53.77641677856445";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Pisz 1";"Gustawa Gizewiusza 6";"12-200";"Pisz";"21.806304931640625";"53.63066482543945";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Białystok 34";"Aleja Józefa Piłsudskiego 26";"15-447";"Białystok";"23.157238006591797";"53.13595962524414";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Białystok 24";"Bolesława Chrobrego 2";"15-057";"Białystok";"23.181989669799805";"53.130802154541016";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"PACZKOMAT";"Paczkomat BLO910";"Sochaczewska 64";"05-870";"Błonie-Wieś";"20.60057";"52.19954";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Stacja paliw AMIC ENERGY"
"PACZKOMAT";"Paczkomat TUR01ML";"Kolska Szosa 3";"62-700";"Turek";"18.50787";"52.01747";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Intermarche"
"PACZKOMAT";"Paczkomat WOL398";"Wileńska 69";"05-200";"Wołomin";"21.25725";"52.35179";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie API"
"PACZKOMAT";"Paczkomat WLC01ML";"Kościuszki 15";"32-020";"Wieliczka";"20.04751";"49.98561";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy kompleksie Solne Miasto"
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Warszawska 22";"11-700";"Mrągowo";"21.305700302124023";"53.867401123046875";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""17:30""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Wojska Polskiego 1";"11-700";"Mrągowo";"21.305299758911133";"53.86360168457031";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Białystok 19";"Białostoczek 21";"15-859";"Białystok";"23.152544021606445";"53.14522933959961";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Białystok 18";"Generała Józefa Bema 66";"15-378";"Białystok";"23.139272689819336";"53.12174606323242";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Białystok 14";"Wesoła 18";"15-308";"Białystok";"23.152957916259766";"53.122291564941406";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Białystok 13";"Nowosielska 34";"15-641";"Białystok";"23.079011917114258";"53.12636947631836";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:30""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:30""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:30""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""17:30""}]";
"POCZTA_POLSKA";"UP Białystok 11";"Zagórna 2B";"15-821";"Białystok";"23.116565704345703";"53.15012741088867";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Białystok 4";"Lipowa 32";"15-428";"Białystok";"23.14814567565918";"53.13418960571289";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Brzeziny k. Łodzi";"Adama Mickiewicza 22";"95-060";"Brzeziny";"19.753740310668945";"51.80073547363281";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Brzesko 1";"Tadeusza Kościuszki 5";"32-800";"Brzesko";"20.60556411743164";"49.96855163574219";"[{""day"":""SATURDAY"",""from"":""07:30"",""to"":""14:30""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat WRO19ML";"Boguszowska 82";"54-046";"Wrocław";"16.89215";"51.15037";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Anteny TV SAT, POK Inpost"
"PACZKOMAT";"Paczkomat WAW76A";"Geodezyjna 76";"03-290";"Warszawa";"21.07956";"52.30994";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Decathlon, po prawej stronie przy wejściu głównym"
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 0108";"Jędrzejowska 58a";"29-100";"Włoszczowa";"20.001800537109375";"50.843360900878906";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 1168";"Stopnicka 27";"28-136";"Nowy Korczyn";"20.810270309448242";"50.30390930175781";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
"POCZTA_POLSKA";"lst Automat Pocztowy";"Pocieszka 17";"25-520";"Kielce";"20.63655662536621";"50.87984085083008";"[]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Plac Konstytucji 3 Maja 3";"11-200";"Bartoszyce";"20.810199737548828";"54.25120162963867";"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Czersk";"Dworcowa 5";"89-650";"Czersk";"17.97237777709961";"53.79669189453125";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Czempiń";"Księdza Jerzego Popiełuszki 16";"64-020";"Czempiń";"16.757802963256836";"52.142574310302734";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""12:00""},{""day"":""WORKING"",""from"":""08:30"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Czeladź 1";"1 Maja 29";"41-250";"Czeladź";"19.070899963378906";"50.31639862060547";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Czechowice-Dziedzice 2";"Towarowa 1";"43-502";"Czechowice-Dziedzice";"19.006603240966797";"49.914939880371094";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""12:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 0307";"-";"14-330";"Małdyty";"19.7349796295166";"53.906639099121094";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
"POCZTA_POLSKA";"UP Giżycko 1";"Pocztowa 2";"11-500";"Giżycko";"21.769676208496094";"54.03952407836914";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"PACZKOMAT";"Paczkomat MIZ308";"Niepodległości 10A";"72-500";"Międzyzdroje";"14.44843";"53.92779";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy parkingu przychodni lekarskiej"
"POCZTA_POLSKA";"UP Gdynia 16";"Chwaszczyńska 22";"81-516";"Gdynia";"18.48849868774414";"54.47146224975586";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Gdynia 10";"Aleja Zwycięstwa 254";"81-510";"Gdynia";"18.552753448486328";"54.476627349853516";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Gdynia 6";"adm. J.Unruga 39";"81-106";"Gdynia";"18.50320816040039";"54.5522346496582";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Chełm 5";"Henryka Sienkiewicza 3";"22-104";"Chełm";"23.47488021850586";"51.1348991394043";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Sosnowiec 15";"Armii Krajowej 81";"41-215";"Sosnowiec";"19.244400024414062";"50.29499816894531";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]";
"PACZKOMAT";"Paczkomat LMN01AP";"Zachodnia 20";"05-092";"Łomianki";"20.8797";"52.33168";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie spożywczym"
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Plac Dworcowy 3";"11-500";"Giżycko";"21.778400421142578";"54.03219985961914";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""18:00""}]";
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 0267";"Aleja 1 Maja 20";"11-500";"Giżycko";"21.7724609375";"54.0413818359375";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
